Article ID,Article URL,Title,Journal,Authors,Abstract,predict(92968:Include)
11521672,https://sysrev.com/p/77566/article/11521672,PD-1 Blockade in Tumors with Mismatch-Repair Deficiency.,The New England journal of medicine,"Le, DT.; Uram, JN.; Wang, H.; Bartlett, BR.; Kemberling, H.; Eyring, AD.; Skora, AD.; Luber, BS.; Azad, NS.; Laheru, D.; Biedrzycki, B.; Donehower, RC.; Zaheer, A.; Fisher, GA.; Crocenzi, TS.; Lee, JJ.; Duffy, SM.; Goldberg, RM.; de la Chapelle, A.; Koshiji, M.; Bhaijee, F.; Huebner, T.; Hruban, RH.; Wood, LD.; Cuka, N.; Pardoll, DM.; Papadopoulos, N.; Kinzler, KW.; Zhou, S.; Cornish, TC.; Taube, JM.; Anders, RA.; Eshleman, JR.; Vogelstein, B.; Diaz, LA.","BACKGROUND: Somatic mutations have the potential to encode ""non-self"" immunogenic antigens. We hypothesized that tumors with a large number of somatic mutations due to mismatch-repair defects may be susceptible to immune checkpoint blockade.

METHODS: We conducted a phase 2 study to evaluate the clinical activity of pembrolizumab, an anti-programmed death 1 immune checkpoint inhibitor, in 41 patients with progressive metastatic carcinoma with or without mismatch-repair deficiency. Pembrolizumab was administered intravenously at a dose of 10 mg per kilogram of body weight every 14 days in patients with mismatch repair-deficient colorectal cancers, patients with mismatch repair-proficient colorectal cancers, and patients with mismatch repair-deficient cancers that were not colorectal. The coprimary end points were the immune-related objective response rate and the 20-week immune-related progression-free survival rate.

RESULTS: The immune-related objective response rate and immune-related progression-free survival rate were 40% (4 of 10 patients) and 78% (7 of 9 patients), respectively, for mismatch repair-deficient colorectal cancers and 0% (0 of 18 patients) and 11% (2 of 18 patients) for mismatch repair-proficient colorectal cancers. The median progression-free survival and overall survival were not reached in the cohort with mismatch repair-deficient colorectal cancer but were 2.2 and 5.0 months, respectively, in the cohort with mismatch repair-proficient colorectal cancer (hazard ratio for disease progression or death, 0.10 [P<0.001], and hazard ratio for death, 0.22 [P=0.05]). Patients with mismatch repair-deficient noncolorectal cancer had responses similar to those of patients with mismatch repair-deficient colorectal cancer (immune-related objective response rate, 71% [5 of 7 patients]; immune-related progression-free survival rate, 67% [4 of 6 patients]). Whole-exome sequencing revealed a mean of 1782 somatic mutations per tumor in mismatch repair-deficient tumors, as compared with 73 in mismatch repair-proficient tumors (P=0.007), and high somatic mutation loads were associated with prolonged progression-free survival (P=0.02).

CONCLUSIONS: This study showed that mismatch-repair status predicted clinical benefit of immune checkpoint blockade with pembrolizumab. (Funded by Johns Hopkins University and others; ClinicalTrials.gov number, NCT01876511.).",0.522
11521673,https://sysrev.com/p/77566/article/11521673,A prospective genome-wide study of prostate cancer metastases reveals association of wnt pathway activation and increased cell cycle proliferation with primary resistance to abiraterone acetate-prednisone.,Annals of oncology : official journal of the European Society for Medical Oncology,"Wang, L.; Dehm, SM.; Hillman, DW.; Sicotte, H.; Tan, W.; Gormley, M.; Bhargava, V.; Jimenez, R.; Xie, F.; Yin, P.; Qin, S.; Quevedo, F.; Costello, BA.; Pitot, HC.; Ho, T.; Bryce, AH.; Ye, Z.; Li, Y.; Eiken, P.; Vedell, PT.; Barman, P.; McMenomy, BP.; Atwell, TD.; Carlson, RE.; Ellingson, M.; Eckloff, BW.; Qin, R.; Ou, F.; Hart, SN.; Huang, H.; Jen, J.; Wieben, ED.; Kalari, KR.; Weinshilboum, RM.; Wang, L.; Kohli, M.","Background: Genomic aberrations have been identified in metastatic castration-resistant prostate cancer (mCRPC), but molecular predictors of resistance to abiraterone acetate/prednisone (AA/P) treatment are not known.

Patients and methods: In a prospective clinical trial, mCRPC patients underwent whole-exome sequencing (n = 82) and RNA sequencing (n = 75) of metastatic biopsies before initiating AA/P with the objective of identifying genomic alterations associated with resistance to AA/P. Primary resistance was determined at 12 weeks of treatment using criteria for progression that included serum prostate-specific antigen measurement, bone and computerized tomography imaging and symptom assessments. Acquired resistance was determined using the end point of time to treatment change (TTTC), defined as time from enrollment until change in treatment from progressive disease. Associations of genomic and transcriptomic alterations with primary resistance were determined using logistic regression, Fisher's exact test, single and multivariate analyses. Cox regression models were utilized for determining association of genomic and transcriptomic alterations with TTTC.

Results: At 12 weeks, 32 patients in the cohort had progressed (nonresponders). Median study follow-up was 32.1 months by which time 58 patients had switched treatments due to progression. Median TTTC was 10.1 months (interquartile range: 4.4-24.1). Genes in the Wnt/β-catenin pathway were more frequently mutated and negative regulators of Wnt/β-catenin signaling were more frequently deleted or displayed reduced mRNA expression in nonresponders. Additionally, mRNA expression of cell cycle regulatory genes was increased in nonresponders. In multivariate models, increased cell cycle proliferation scores (≥ 50) were associated with shorter TTTC (hazard ratio = 2.11, 95% confidence interval: 1.17-3.80; P = 0.01).

Conclusions: Wnt/β-catenin pathway activation and increased cell cycle progression scores can serve as molecular markers for predicting resistance to AA/P therapy.",0.521
11521674,https://sysrev.com/p/77566/article/11521674,A Phase 1 study of gefitinib combined with durvalumab in EGFR TKI-naive patients with EGFR mutation-positive locally advanced/metastatic non-small-cell lung cancer.,British journal of cancer,"Creelan, BC.; Yeh, TC.; Kim, SW.; Nogami, N.; Kim, DW.; Chow, LQM.; Kanda, S.; Taylor, R.; Tang, W.; Tang, M.; Angell, HK.; Roudier, MP.; Marotti, M.; Gibbons, DL.","BACKGROUND: EGFR tyrosine kinase inhibitors (TKIs) induce cytolysis and release of tumour proteins, which can stimulate antigen-specific T cells. The safety and efficacy of durvalumab and gefitinib in combination for TKI-naive patients with advanced EGFRm NSCLC was evaluated.

METHODS: This Phase 1 open-label, multicentre trial (NCT02088112) was conducted in 56 patients with NSCLC. Dose expansion permitted TKI-naive patients, primarily with activating L858R or Ex19del EGFRm. Arms 1 + 1a received concurrent therapy; Arm 2 received 4 weeks of gefitinib induction followed by concurrent therapy.

RESULTS: From dose escalation, the recommended dose of durvalumab was 10 mg/kg Q2W with 250 mg QD gefitinib. Pharmacokinetics were as expected, consistent with inhibition of soluble PD-L1 and no treatment-emergent immunogenicity. In dose expansion, 35% of patients had elevated liver enzymes leading to drug discontinuation. In Arms 1 + 1a, objective response rate was 63.3% (95% CI: 43.9-80.1), median progression-free survival (PFS) was 10.1 months (95% CI: 5.5-15.2) and median response duration was 9.2 months (95% CI: 3.7-14.0).

CONCLUSIONS: Durvalumab and gefitinib in combination had higher toxicity than either agent alone. No significant increase in PFS was detected compared with historical controls. Therefore, concurrent PD-L1 inhibitors with gefitinib should be generally avoided in TKI-naive patients with EGFRm NSCLC.",0.524
11521675,https://sysrev.com/p/77566/article/11521675,"A phase I, open-label, two-stage study to investigate the safety, tolerability, pharmacokinetics, and pharmacodynamics of the oral AKT inhibitor GSK2141795 in patients with solid tumors.",Investigational new drugs,"Aghajanian, C.; Bell-McGuinn, KM.; Burris, HA.; Siu, LL.; Stayner, LA.; Wheler, JJ.; Hong, DS.; Kurkjian, C.; Pant, S.; Santiago-Walker, A.; Gauvin, JL.; Antal, JM.; Opalinska, JB.; Morris, SR.; Infante, JR.","Background We sought to determine the recommended phase II dose (RP2D) and schedule of GSK2141795, an oral pan-AKT kinase inhibitor. Patients and Methods Patients with solid tumors were enrolled in the dose-escalation phase. Pharmacokinetic (PK) analysis after a single dose (Cycle 0) informed dose escalation using accelerated dose titration. Once one grade 2 toxicity or dose-limiting toxicity was observed in Cycle 1, the accelerated dose titration was terminated and a 3 + 3 dose escalation was started. Continuous daily dosing was evaluated along with two intermittent regimens (7 days on/7 days off and 3 times per week). In the expansion phase at RP2D, patients with endometrial or prostate cancer, as well as those with select tumor types with a PIK3CA mutation, AKT mutation or PTEN loss, were enrolled. Patients were evaluated for adverse events (AEs), PK parameters, blood glucose and insulin levels, and tumor response. Results The RP2D of GSK2141795 for once-daily dosing is 75 mg. The most common (>10%) treatment-related AEs included diarrhea, fatigue, vomiting, and decreased appetite. Most AEs were low grade. The frequency of hyperglycemia increased with dose; however, at the RP2D, grade 3 hyperglycemia was only reported in 4% of patients and no grade 4 events were observed. PK characteristics were favorable, with a prolonged half-life and low peak-to-trough ratio. There were two partial responses at the RP2D in patients with either a PIK3CA mutation or PTEN loss. Conclusion GSK2141795 was safe and well-tolerated, with clinical activity seen as monotherapy at the RP2D of 75 mg daily. NCT00920257.",0.530
11521676,https://sysrev.com/p/77566/article/11521676,Pharmacogenetic Discovery in CALGB (Alliance) 90401 and Mechanistic Validation of a VAC14 Polymorphism that Increases Risk of Docetaxel-Induced Neuropathy.,Clinical cancer research : an official journal of the American Association for Cancer Research,"Hertz, DL.; Owzar, K.; Lessans, S.; Wing, C.; Jiang, C.; Kelly, WK.; Patel, J.; Halabi, S.; Furukawa, Y.; Wheeler, HE.; Sibley, AB.; Lassiter, C.; Weisman, L.; Watson, D.; Krens, SD.; Mulkey, F.; Renn, CL.; Small, EJ.; Febbo, PG.; Shterev, I.; Kroetz, DL.; Friedman, PN.; Mahoney, JF.; Carducci, MA.; Kelley, MJ.; Nakamura, Y.; Kubo, M.; Dorsey, SG.; Dolan, ME.; Morris, MJ.; Ratain, MJ.; McLeod, HL.","PURPOSE: Discovery of SNPs that predict a patient's risk of docetaxel-induced neuropathy would enable treatment individualization to maximize efficacy and avoid unnecessary toxicity. The objectives of this analysis were to discover SNPs associated with docetaxel-induced neuropathy and mechanistically validate these associations in preclinical models of drug-induced neuropathy.

EXPERIMENTAL DESIGN: A genome-wide association study was conducted in metastatic castrate-resistant prostate cancer patients treated with docetaxel, prednisone and randomized to bevacizumab or placebo on CALGB 90401. SNPs were genotyped on the Illumina HumanHap610-Quad platform followed by rigorous quality control. The inference was conducted on the cumulative dose at occurrence of grade 3+ sensory neuropathy using a cause-specific hazard model that accounted for early treatment discontinuation. Genes with SNPs significantly associated with neuropathy were knocked down in cellular and mouse models of drug-induced neuropathy.

RESULTS: A total of 498,081 SNPs were analyzed in 623 Caucasian patients, 50 (8%) of whom experienced grade 3+ neuropathy. The 1,000 SNPs most associated with neuropathy clustered in relevant pathways including neuropathic pain and axonal guidance. An SNP in VAC14 (rs875858) surpassed genome-wide significance (P = 2.12 × 10<sup>-8</sup>, adjusted P = 5.88 × 10<sup>-7</sup>). siRNA knockdown of VAC14 in stem cell-derived peripheral neuronal cells increased docetaxel sensitivity as measured by decreased neurite processes (P = 0.0015) and branches (P < 0.0001). Prior to docetaxel treatment, VAC14 heterozygous mice had greater nociceptive sensitivity than wild-type litter mate controls (P = 0.001).

CONCLUSIONS: VAC14 should be prioritized for further validation of its potential role as a predictor of docetaxel-induced neuropathy and biomarker for treatment individualization. Clin Cancer Res; 22(19); 4890-900. ©2016 AACR.",0.518
11521677,https://sysrev.com/p/77566/article/11521677,A candidate androgen signalling signature predictive of response to abiraterone acetate in men with metastatic castration-resistant prostate cancer.,"European journal of cancer (Oxford, England : 1990)","Boukovala, M.; Spetsieris, N.; Weldon, JA.; Tsikkinis, A.; Hoang, A.; Aparicio, A.; Tu, SM.; Araujo, JC.; Zurita, AJ.; Corn, PG.; Pagliaro, L.; Kim, J.; Wang, J.; Subudhi, SK.; Tannir, NM.; Logothetis, CJ.; Troncoso, P.; Wen, S.; Efstathiou, E.","BACKGROUND: The unmet need for predictive biomarkers emerged from the unpredictable pattern of response to androgen signalling inhibition in metastatic castration-resistant prostate cancer (mCRPC). Here, we report on the testing of a previously identified candidate androgen signalling signature associated with response to androgen signalling inhibition.

PATIENTS AND METHODS: We report on the outcome of the first module of a phase II trial on abiraterone acetate (AA) followed by combination with dasatinib or sunitinib. Bone marrow biopsies (BMBs) with matched bone marrow aspirate and blood samples were collected at baseline and upon progression. End-points included assessment of a prespecified molecular signature consisting of nuclear androgen receptor (AR) overexpression, cytochrome P450, family 17, subfamily A, polypeptide 1 (CYP17) expression, and AR-C-/N terminal expression ratio of ≥0.8 by immunohistochemistry (IHC) in patients with benefit versus primary resistance to AA (i.e. progression within 4 months). Tumour markers also included v-ets avian erythroblastosis virus E26 oncogene homologue (ERG), androgen receptor splice variant (ARV7) by IHC and steroids by liquid chromatography-tandem mass spectrometry.

RESULTS: Of 170 patients accrued from 03/2011 to 02/2015, 44 (26%) were primary resistant to AA. Forty-eight patients had tumour infiltrated BMB at baseline. Pretreatment androgen signalling signature was linked to benefit from AA (p < 0.001). Presence of ERG was associated with benefit (p = 0.05), whereas nuclear ARV7 presence and 20 or more bone lesions at baseline with primary resistance (p = 0.04 and p = 0.0006, respectively).

CONCLUSION: Testing of a prespecified androgen signalling signature was highly supportive of its predictive value in maximal androgen deprivation strategies in mCRPC. Further validation is under way.

TRIAL REGISTRATION: ClinicalTrials.gov NCT01254864.",0.525
11521678,https://sysrev.com/p/77566/article/11521678,"Phase Ib placebo-controlled, tissue biomarker trial of diindolylmethane (BR-DIMNG) in patients with prostate cancer who are undergoing prostatectomy.",European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),"Gee, JR.; Saltzstein, DR.; Messing, E.; Kim, K.; Kolesar, J.; Huang, W.; Havighurst, TC.; Harris, L.; Wollmer, BW.; Jarrard, D.; House, M.; Parnes, H.; Bailey, HH.","Epidemiologic, preclinical, and early phase I studies of the cruciferous vegetable bioactive metabolite, 3,3'-diindolylmethane (DIM), support its potential prostate cancer chemopreventive ability. We performed a multicenter, double-blind, placebo-controlled trial of DIM in patients diagnosed with prostate cancer and scheduled for radical prostatectomy. A total of 45 patients with organ-confined prostate cancer were randomized to 21-28 days of an absorption-enhanced formulation of DIM (BR-DIM) at doses of 100 or 200 mg per os twice daily or to placebo twice daily. Prostate tissue levels of DIM were the primary endpoint, with selected secondary biomarker endpoints including blood levels of DIM, total prostate-specific antigen, testosterone, and the insulin-like growth factor-1: insulin-like growth factor binding protein-3 ratio and the urinary 2-hydroxyestrone/16-hydroxyestrone ratio, obtained at baseline, at day 15, and before surgery, as well as tissue expression of androgen receptor, prostate-specific antigen, Ki67, caspase 3 with cytochrome p450 mRNA expression and genotyping (polymorphisms). DIM was well tolerated with excellent study compliance and relatively rapid accrual of all 45 patients within 1 year. DIM levels were detected in only seven of 28 prostate tissue specimens. There was a statistically significant difference in the change in the urinary 2-hydroxyestrone/16-hydroxyestrone ratio from baseline until before surgery between the placebo and 400 mg DIM groups, with otherwise statistically nonsignificant changes in plasma biomarker expression. The administration of BR-DIM to prostate cancer patients before prostatectomy yields detectable plasma levels but without consistent or significant tissue accumulation or biomarker modulation. This study demonstrates the feasibility of biologic evaluation of relatively nontoxic preventive agents in the preprostatectomy setting with the potential for rapid accrual.",0.528
11521679,https://sysrev.com/p/77566/article/11521679,Evaluation of Intense Androgen Deprivation Before Prostatectomy: A Randomized Phase II Trial of Enzalutamide and Leuprolide With or Without Abiraterone.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"McKay, RR.; Ye, H.; Xie, W.; Lis, R.; Calagua, C.; Zhang, Z.; Trinh, QD.; Chang, SL.; Harshman, LC.; Ross, AE.; Pienta, KJ.; Lin, DW.; Ellis, WJ.; Montgomery, B.; Chang, P.; Wagner, AA.; Bubley, GJ.; Kibel, AS.; Taplin, ME.","PURPOSE: Patients with locally advanced prostate cancer have an increased risk of cancer recurrence and mortality. In this phase II trial, we evaluate neoadjuvant enzalutamide and leuprolide (EL) with or without abiraterone and prednisone (ELAP) before radical prostatectomy (RP) in men with locally advanced prostate cancer.

PATIENTS AND METHODS: Eligible patients had a biopsy Gleason score of 4 + 3 = 7 or greater, prostate-specific antigen (PSA) greater than 20 ng/mL, or T3 disease (by prostate magnetic resonance imaging). Lymph nodes were required to be smaller than 20 mm. Patients were randomly assigned 2:1 to ELAP or EL for 24 weeks followed by RP. All specimens underwent central pathology review. The primary end point was pathologic complete response or minimal residual disease (residual tumor ≤ 5 mm). Secondary end points were PSA, surgical staging, positive margins, and safety. Biomarkers associated with pathologic outcomes were explored.

RESULTS: Seventy-five patients were enrolled at four centers. Most patients had high-risk disease by National Comprehensive Cancer Network criteria (n = 65; 87%). The pathologic complete response or minimal residual disease rate was 30% (n = 15 of 50) in ELAP-treated patients and 16% (n = four of 25) in EL-treated patients (two-sided P = .263). Rates of ypT3 disease, positive margins, and positive lymph nodes were similar between arms. Treatment was well-tolerated. Residual tumors in the two arms showed comparable levels of ERG, PTEN, androgen receptor PSA, and glucocorticoid receptor expression. Tumor ERG positivity and PTEN loss were associated with more extensive residual tumors at RP.

CONCLUSION: Neoadjuvant hormone therapy followed by RP in locally advanced prostate cancer resulted in favorable pathologic responses in some patients, with a trend toward improved pathologic outcomes with ELAP. Longer follow-up is necessary to evaluate the impact of therapy on recurrence rates. The potential association of ERG and PTEN alterations with worse outcomes warrants additional investigation.",0.523
11521680,https://sysrev.com/p/77566/article/11521680,Genetic variants of the Wnt signaling pathway as predictors of aggressive disease and reclassification in men with early stage prostate cancer on active surveillance.,Carcinogenesis,"Shu, X.; Ye, Y.; Gu, J.; He, Y.; Davis, JW.; Thompson, TC.; Logothetis, CJ.; Kim, J.; Wu, X.","Little is known about the genetic predictors of prostate cancer aggressiveness and reclassification in men with localized prostate cancer undergoing active surveillance. The Wnt signaling pathway is important for prostate cancer development and progression. Identifying genetic variants associated with prostate cancer aggressiveness and reclassification may have a potential role in the management of localized patients. In this study, we used a three-phase design. In phases I and II prostate cancer patient cohort, 578 single nucleotide polymorphisms (SNPs) from 45 genes of the Wnt signaling pathway were analyzed in 1762 localized prostate cancer patients. Twelve SNPs from four regions were significantly associated with aggressive disease, among which, three linked SNPs in CSNK1A1 at 5q32 (represented by rs752822) may differentiate GS 4+3 from GS 3+4 patients (OR = 1.44, 95% CI = 1.12-1.87, P = 4.76×10(-3)). In phase III active surveillance (AS) cohort, genotyping of rs752822 (candidate from phases I and II) and previously identified rs2735839 were determined in 494 GS ≤7 patients. We found a significant association between rs2735839 and prostate cancer reclassification in the AS cohort (AG + AA versus GG, HR = 1.59, 95% CI = 1.11-2.28, P = 0.012) and a suggestive association of rs752822. Jointly, rs752822 and rs2735839 showed good potentials in risk-stratifying GS 7 patients and predicting disease reclassification (OR = 2.71, 95% CI = 1.62-4.51, P = 1×10(-4) in phase II; HR = 1.89, 95% CI = 1.13-3.18, P = 0.016 in phase III). In summary, rs752822 and rs2735839 may assist in risk-stratifying GS 7 patients and predict prostate cancer reclassification. The significant associations were independent from GS, T stage and PSA levels at baseline.",0.519
11521681,https://sysrev.com/p/77566/article/11521681,Pathological aggressiveness of prostatic carcinomas related to RNASEL R462Q allelic variants.,The Journal of urology,"Larson, BT.; Magi-Galluzzi, C.; Casey, G.; Plummer, SJ.; Silverman, R.; Klein, EA.","PURPOSE: Allelic variations in the HPC1/RNASEL gene, especially the R462Q single nucleotide polymorphism, have been associated with increased susceptibility to prostate cancer. Prior studies have suggested that HPC1 or R462Q associated tumors present with more aggressive clinical features. We assessed a series of men undergoing radical prostatectomy for clinical and pathological measures of tumor aggressiveness according to the RNASEL R462Q genotype.

MATERIALS AND METHODS: A prospective analysis of 232 men treated for prostate cancer with radical prostatectomy was performed. Disease aggressiveness at diagnosis was assessed by age at disease onset, biopsy Gleason score, clinical T stage and pretreatment prostate specific antigen. Tumor aggressiveness was assessed pathologically by tumor volume, extraprostatic extension, seminal vesicle involvement and lymph node metastasis. Clinical and pathological characteristics were then correlated with RNASEL genotype.

RESULTS: Of the 232 men studied 104 (45%) were homozygous WT, 101 (43%) were heterozygous and 27 (12%) were homozygous for the R462Q variant, mirroring the distribution in the general population. No significant differences were seen between genotypes in age at disease onset, pretreatment characteristics or pathological features, as assessed by surgical grade and pathological stage. Tumors homozygous for the R462Q variant were of smaller volume than other genotypes (p = 0.02).

CONCLUSIONS: This prospective study suggests that prostate cancer in patients with the R462Q allelic variant of the HPC1/RNASEL gene is not associated with more aggressive clinical or pathological features in radical prostatectomy specimens.",0.516
11521682,https://sysrev.com/p/77566/article/11521682,"A randomized, double-blind, placebo-controlled study of the effects of pomegranate extract on rising PSA levels in men following primary therapy for prostate cancer.",Prostate cancer and prostatic diseases,"Pantuck, AJ.; Pettaway, CA.; Dreicer, R.; Corman, J.; Katz, A.; Ho, A.; Aronson, W.; Clark, W.; Simmons, G.; Heber, D.","BACKGROUND: The primary objective of this study was to compare the effects of pomegranate juice on PSA doubling times (PSADT) in subjects with rising PSA levels after primary therapy for prostate cancer.

METHODS: Double-blind, placebo-controlled multi-institutional study, evaluated the effects of pomegranate liquid extract on serum PSA levels. The primary end point of this study was change in serum PSADT. Additional secondary and exploratory objectives were to evaluate the safety of pomegranate juice and to determine the interaction of manganese superoxide dismutase (MnSOD) AA genotype and pomegranate treatment on PSADT.

RESULTS: One-hundred eighty-three eligible subjects were randomly assigned to the active and placebo groups with a ratio of 2:1 (extract N=102; placebo N=64; juice N=17). The majority of adverse events were of moderate or mild grade. Median PSADT increased from 11.1 months at baseline to 15.6 months in the placebo group (P<0.001) compared with an increase from 12.9 months at baseline to 14.5 months in the extract group (P=0.13) and an increase from 12.7 at baseline to 20.3 in the juice group (P=0.004). However, none of these changes were statistically significant between the three groups (P>0.05). Placebo AA patients experienced a 1.8 month change in median PSADT from 10.9 months at baseline to 12.7 months (P=0.22), while extract patients experienced a 12 month change in median PSADT from 13.6 at baseline to 25.6 months (P=0.03).

CONCLUSIONS: Compared with placebo, pomegranate extract did not significantly prolong PSADT in prostate cancer patients with rising PSA after primary therapy. A significant prolongation in PSADT was observed in both the treatment and placebo arms. Men with the MnSOD AA genotype may represent a group that is more sensitive to the antiproliferative effects of pomegranate on PSADT; however, this finding requires prospective hypothesis testing and validation.",0.520
11521683,https://sysrev.com/p/77566/article/11521683,Poly (ADP-ribose) polymerase (PARP) inhibitors for the treatment of advanced germline BRCA2 mutant prostate cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,"Sandhu, SK.; Omlin, A.; Hylands, L.; Miranda, S.; Barber, LJ.; Riisnaes, R.; Reid, AH.; Attard, G.; Chen, L.; Kozarewa, I.; Gevensleben, H.; Campbell, J.; Fenwick, K.; Assiotis, I.; Olmos, D.; Yap, TA.; Fong, P.; Tunariu, N.; Koh, D.; Molife, LR.; Kaye, S.; Lord, CJ.; Ashworth, A.; de Bono, J.",,0.519
11521684,https://sysrev.com/p/77566/article/11521684,p53 alteration in regional lymph node metastases from prostate carcinoma: a marker for progression?,Cancer,"Cheng, L.; Leibovich, BC.; Bergstralh, EJ.; Scherer, BG.; Pacelli, A.; Ramnani, DM.; Zincke, H.; Bostwick, DG.","BACKGROUND: Alterations of the p53 tumor suppressor gene are associated with advanced stage prostate carcinoma. The biologic significance of p53 nuclear accumulation in prostate cancer patients with regional lymph node metastases is uncertain.

METHODS: The authors investigated p53 alterations by immunohistochemistry in 220 lymph node positive patients who were treated with radical prostatectomy, bilateral pelvic lymphadenectomy, and androgen deprivation therapy between 1987-1992 at the Mayo Clinic. The mean follow-up was 6.3 years. Tumor volume of lymph node metastases was measured using the grid method.

RESULTS: p53 immunoreactivity was detected in 109 of 211 primary tumors (52%) and 83 of 144 matched regional lymph node metastases (58%); this expression was strongly concordant (correlation coefficient 0.53; P = 0.0001). Overexpression of p53 protein in lymph node metastases was associated with distant metastasis free survival by univariate analysis (P = 0.03), but did not reach statistical significance by multivariate analysis (P = 0.07). Regional lymph node cancer volume was the single most important predictor of distant metastases after adjusting for Gleason score, DNA ploidy, and p53 expression.

CONCLUSIONS: The findings of the current study suggest that assessment of biologic changes (including p53 alterations in regional lymph node metastases) could be of value in the assessment of the biologic aggressiveness of prostate carcinoma, whereas p53 expression in the primary tumor does not appear to influence patient outcome.",0.522
11521685,https://sysrev.com/p/77566/article/11521685,Association of Tissue Abiraterone Levels and ,Clinical cancer research : an official journal of the American Association for Cancer Research,"Mostaghel, EA.; Cho, E.; Zhang, A.; Alyamani, M.; Kaipainen, A.; Green, S.; Marck, BT.; Sharifi, N.; Wright, JL.; Gulati, R.; True, LD.; Loda, M.; Matsumoto, AM.; Tamae, D.; Penning, TN.; Balk, SP.; Kantoff, PW.; Nelson, PS.; Taplin, ME.; Montgomery, RB.","<b>Purpose:</b>Germline variation in solute carrier organic anion (<i>SLCO</i>) genes influences cellular steroid uptake and is associated with prostate cancer outcomes. We hypothesized that, due to its steroidal structure, the CYP17A inhibitor abiraterone may undergo transport by<i>SLCO</i>-encoded transporters and that<i>SLCO</i>gene variation may influence intracellular abiraterone levels and outcomes.<b>Experimental Design:</b>Steroid and abiraterone levels were measured in serum and tissue from 58 men with localized prostate cancer in a clinical trial of LHRH agonist plus abiraterone acetate plus prednisone for 24 weeks prior to prostatectomy. Germline DNA was genotyped for 13 SNPs in six<i>SLCO</i>genes.<b>Results:</b>Abiraterone levels spanned a broad range (serum median 28 ng/mL, 108 nmol/L; tissue median 77 ng/mL, 271 nmol/L) and were correlated (<i>r</i>= 0.355,<i>P</i>= 0.001). Levels correlated positively with steroids upstream of CYP17A (pregnenolone, progesterone), and inversely with steroids downstream of CYP17A (DHEA, AED, testosterone). Serum PSA and tumor volumes were higher in men with undetectable versus detectable tissue abiraterone at prostatectomy (median 0.10 vs. 0.03 ng/dL,<i>P</i>= 0.02; 1.28 vs. 0.44 cc,<i>P</i>= 0.09, respectively). SNPs in<i>SLCO2B1</i>associated with significant differences in tissue abiraterone (rs1789693,<i>P</i>= 0.0008; rs12422149,<i>P</i>= 0.03) and higher rates of minimal residual disease (tumor volume < 0.5 cc; rs1789693, 67% vs. 27%,<i>P</i>= 0.009; rs1077858, 46% vs. 0%,<i>P</i>= 0.03). LNCaP cells expressing SLCO2B1 showed two- to fourfold higher abiraterone levels compared with vector controls (<i>P</i>< 0.05).<b>Conclusions:</b>Intraprostatic abiraterone levels and genetic variation in<i>SLCO</i>genes are associated with pathologic responses in high-risk localized prostate cancer. Variation in<i>SLCO</i>genes may serve as predictors of response to abiraterone treatment.<i>Clin Cancer Res; 23(16); 4592-601. ©2017 AACR</i>.",0.521
11521686,https://sysrev.com/p/77566/article/11521686,CYP2D6 and DRD2 genes differentially impact pharmacodynamic sensitivity and time course of prolactin response to perphenazine.,Pharmacogenetics and genomics,"Aklillu, E.; Kalow, W.; Endrenyi, L.; Harper, P.; Miura, J.; Ozdemir, V.","OBJECTIVES: We observed that CYP2D6 contributes to pharmacodynamic tissue sensitivity to perphenazine as measured by the areas under the curve (AUCs) expressed as a ratio (prolactin-AUC0-6/perphenazine-AUC0-6) in Chinese Canadians [Pharmacogenetics and Genomics 2007; 17:339-347]. As genetic heterogeneity in drug targets can influence drug response, we sought to further evaluate the contribution of CYP2D6 to pharmacodynamic sensitivity in our previous study sample in tandem with DRD2, the primary molecular target for perphenazine.

METHODS: Genotyping for DRD2 Taq1A, -141C ins/del and Ser311Cys functional polymorphisms was performed using PCR-restriction-fragment length polymorphism methods.

RESULTS: After controlling for DRD2 polymorphisms, CYP2D6 was a significant predictor of pituitary pharmacodynamic tissue sensitivity to perphenazine (P=0.024; power=80.4%). Taq1A polymorphism significantly influenced the time course of prolactin response (P=0.039; power=70%). A1/A1 genotype displayed a higher prolactin elevation 2 h after perphenazine administration (P=0.02). Patients with -141C ins/ins genotype showed a strong trend toward a 38% larger prolactin AUC compared with the -141C ins/del genotypic group (P=0.07).

CONCLUSIONS: CYP2D6 seems to be an independent contributor to pituitary pharmacodynamic tissue sensitivity to perphenazine after accounting for DRD2 functional polymorphisms. The A1 allele of the Taq1A polymorphism was previously shown to decrease D2 receptor density in vitro and in neuroimaging studies in vivo. At a given antipsychotic dose, individuals with A1 allele might thus achieve a higher DRD2 antipsychotic occupancy, which is consistent with an increased prolactin elevation in the A1/A1 genotype in this study. These findings provide a basis for further studies on the endogenous substrates of CYP2D6 and the rational selection of candidate genes for long-term consequences of antipsychotic-induced hyperprolactinemia (e.g. susceptibility to breast and prostate cancers).",0.517
